TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2024,7,7,20,33,15XX CYPRESS ST,Kitsilano,489242.1598,5457705.799
Break and Enter Commercial,2024,2,28,5,50,15XX DAVIE ST,West End,489981.4416,5459100.594
Break and Enter Commercial,2024,9,21,4,20,15XX E 3RD AVE,Grandview-Woodland,494691.9139,5457235.907
Break and Enter Commercial,2024,6,5,6,20,15XX E 4TH AVE,Grandview-Woodland,494735.7596,5457122.948
Break and Enter Commercial,2024,7,18,18,4,15XX E BROADWAY AVE,Kensington-Cedar Cottage,494742.2474,5456618.342
Break and Enter Commercial,2024,9,4,5,0,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.338
Break and Enter Commercial,2024,3,27,12,17,15XX E PENDER ST,Grandview-Woodland,494634.8199,5458625.712
Break and Enter Commercial,2024,12,5,4,45,15XX GRANT ST,Grandview-Woodland,494728.0485,5457637.99
Break and Enter Commercial,2024,12,6,9,42,15XX GRANT ST,Grandview-Woodland,494728.0485,5457637.99
Break and Enter Commercial,2024,8,13,14,31,15XX GRANVILLE ST,Central Business District,490470.8959,5457929.215
Break and Enter Commercial,2024,12,7,18,25,15XX HARO ST,West End,490387.9769,5459481.565
Break and Enter Commercial,2024,7,9,0,0,15XX POWELL ST,Grandview-Woodland,494670.11,5458964.49
Break and Enter Commercial,2024,1,29,17,0,15XX RAND AVE,Marpole,489573.8283,5450370.332
Break and Enter Commercial,2024,1,30,18,4,15XX RAND AVE,Marpole,489573.8283,5450370.332
Break and Enter Commercial,2024,1,29,9,23,15XX RAND AVE,Marpole,489593.3081,5450344.115
Break and Enter Commercial,2024,9,2,0,0,15XX RAND AVE,Marpole,489651.1611,5450266.759
Break and Enter Commercial,2024,10,9,5,0,15XX ROBSON ST,West End,490452.9462,5459572.654
Break and Enter Commercial,2024,1,25,12,54,15XX W 11TH AVE,Fairview,489823.9693,5456565.099
Break and Enter Commercial,2024,1,30,1,0,15XX W 11TH AVE,Fairview,489847.4759,5456555.508
Break and Enter Commercial,2024,6,16,3,30,15XX W 14TH AVE,Fairview,489850.3034,5456254.498
Break and Enter Commercial,2024,12,24,18,0,15XX W 57TH AVE,Kerrisdale,489633.457,5451858.925
Break and Enter Commercial,2024,12,4,3,29,15XX W 57TH AVE,Kerrisdale,489756.3909,5451853.947
Break and Enter Commercial,2024,2,11,3,49,15XX W 65TH AVE,Marpole,489758.7156,5451066.219
Break and Enter Commercial,2024,6,21,1,55,15XX W 75TH AVE,Marpole,489602.0225,5450193.068
Break and Enter Commercial,2024,3,5,23,0,15XX W 7TH AVE,Fairview,489787.6854,5456970.665
Break and Enter Commercial,2024,8,30,7,0,15XX W 7TH AVE,Fairview,489856.6198,5456968.883
Break and Enter Commercial,2024,4,25,18,0,15XX W 8TH AVE,Fairview,489900.1731,5456874.369
Break and Enter Commercial,2024,6,14,17,0,15XX W BROADWAY AVE,Fairview,489884.2968,5456763.719
Break and Enter Commercial,2024,8,19,9,35,15XX W BROADWAY AVE,Fairview,489884.2968,5456763.719
Break and Enter Commercial,2024,10,29,0,5,15XX W BROADWAY AVE,Fairview,489884.2968,5456763.719
Break and Enter Commercial,2024,8,28,19,0,15XX W GEORGIA ST,West End,490582.626,5459679.769
Break and Enter Commercial,2024,9,25,17,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.324
Break and Enter Commercial,2024,10,21,4,0,16XX BURNABY ST,West End,489775.5065,5459146.278
Break and Enter Commercial,2024,4,24,0,34,16XX COMMERCIAL DR,Grandview-Woodland,494928.641,5457523.952
Break and Enter Commercial,2024,7,23,3,10,16XX DAVIE ST,West End,489849.7329,5459244.653
Break and Enter Commercial,2024,10,22,19,49,16XX E 12TH AVE,Kensington-Cedar Cottage,494898.7678,5456311.55
Break and Enter Commercial,2024,11,13,13,10,16XX E 14TH AVE,Kensington-Cedar Cottage,494802.9529,5456118.449
Break and Enter Commercial,2024,2,28,17,2,16XX E 1ST AVE,Grandview-Woodland,494860.7037,5457421.885
Break and Enter Commercial,2024,3,15,18,0,16XX E 2ND AVE,Grandview-Woodland,494824.4043,5457334.914
Break and Enter Commercial,2024,9,15,3,0,16XX E 3RD AVE,Grandview-Woodland,494851.6711,5457233.681
Break and Enter Commercial,2024,1,15,11,21,16XX E 5TH AVE,Grandview-Woodland,494865.2527,5457023.789
Break and Enter Commercial,2024,8,10,12,57,16XX E 5TH AVE,Grandview-Woodland,494865.2527,5457023.789
Break and Enter Commercial,2024,2,14,3,33,16XX E BROADWAY AVE,Grandview-Woodland,494785.68,5456626.885
Break and Enter Commercial,2024,11,30,0,0,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494833.6147,5456617.077
Break and Enter Commercial,2024,5,16,18,17,16XX E BROADWAY AVE,Grandview-Woodland,494847.0444,5456626.036
Break and Enter Commercial,2024,5,23,17,0,16XX E BROADWAY AVE,Grandview-Woodland,494852.3672,5456625.963
Break and Enter Commercial,2024,11,9,13,15,16XX FRANKLIN ST,Grandview-Woodland,494737.7613,5458826.069
Break and Enter Commercial,2024,7,3,23,30,16XX GRAVELEY ST,Grandview-Woodland,494886.0912,5457524.867
Break and Enter Commercial,2024,4,2,3,30,16XX HARO ST,West End,490256.8047,5459604.759
Break and Enter Commercial,2024,8,27,0,0,16XX HARWOOD ST,West End,489661.8259,5459118.416
Break and Enter Commercial,2024,10,4,16,22,16XX HARWOOD ST,West End,489661.8259,5459118.416
Break and Enter Commercial,2024,1,24,3,19,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494862.4563,5454987.947
Break and Enter Commercial,2024,7,31,5,10,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494862.4563,5454987.947
Break and Enter Commercial,2024,8,4,18,47,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494862.4563,5454987.947
Break and Enter Commercial,2024,9,18,23,13,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494863.994,5454998.075
Break and Enter Commercial,2024,4,5,4,10,16XX MATTHEWS AVE,Shaughnessy,489576.5938,5455477.228
Break and Enter Commercial,2024,5,28,21,22,16XX ONTARIO ST,Mount Pleasant,492385.4918,5457551.948
Break and Enter Commercial,2024,7,18,8,54,16XX ONTARIO ST,Mount Pleasant,492386.2184,5457585.025
Break and Enter Commercial,2024,8,15,21,0,16XX ONTARIO ST,Mount Pleasant,492386.2184,5457585.025
Break and Enter Commercial,2024,8,12,12,40,16XX PANDORA ST,Grandview-Woodland,494781.6905,5458924.682
Break and Enter Commercial,2024,5,29,3,15,16XX POWELL ST,Grandview-Woodland,494747.4108,5458984.287
Break and Enter Commercial,2024,1,8,2,45,16XX QUEBEC ST,Mount Pleasant,492543.2664,5457594.393
Break and Enter Commercial,2024,1,31,17,30,16XX RENFREW ST,Hastings-Sunrise,496788.2621,5457456.834
Break and Enter Commercial,2024,11,10,3,45,16XX ROBSON ST,West End,490276.1392,5459737.187
Break and Enter Commercial,2024,5,8,10,37,16XX ROBSON ST,West End,490277.9859,5459735.324
Break and Enter Commercial,2024,12,16,7,44,16XX W 10TH AVE,Fairview,489677.705,5456672.749
Break and Enter Commercial,2024,7,12,15,0,16XX W 40TH AVE,Shaughnessy,489493.3544,5453672.34
Break and Enter Commercial,2024,5,21,1,0,16XX W 4TH AVE,Fairview,489668.8673,5457247.661
Break and Enter Commercial,2024,2,1,0,0,16XX W 5TH AVE,Fairview,489628.0797,5457155.676
Break and Enter Commercial,2024,8,30,15,56,16XX W 6TH AVE,Fairview,489579.0654,5457060.884
Break and Enter Commercial,2024,7,10,0,0,16XX W 75TH AVE,Marpole,489422.6993,5450309.052
Break and Enter Commercial,2024,4,3,17,0,16XX W 7TH AVE,Fairview,489605.8927,5456966.112
Break and Enter Commercial,2024,5,4,7,43,16XX W BROADWAY AVE,Fairview,489620.8398,5456770.07
Break and Enter Commercial,2024,9,24,15,40,16XX W BROADWAY AVE,Fairview,489689.1801,5456767.846
Break and Enter Commercial,2024,9,12,2,30,17XX ALBERNI ST,West End,490240.9181,5459927.102
Break and Enter Commercial,2024,4,6,1,0,17XX BAYSHORE DR,Central Business District,490332.7491,5460025.767
Break and Enter Commercial,2024,2,3,9,25,17XX BEACH AVE,West End,489639.0953,5459330.381
Break and Enter Commercial,2024,2,6,11,22,17XX COMOX ST,West End,489888.1719,5459515.322
Break and Enter Commercial,2024,11,25,14,25,17XX COMOX ST,West End,489888.1719,5459515.322
Break and Enter Commercial,2024,2,25,6,31,17XX DAVIE ST,West End,489717.8553,5459363.111
Break and Enter Commercial,2024,11,11,0,0,17XX DAVIE ST,West End,489754.6255,5459326.528
Break and Enter Commercial,2024,10,16,3,52,17XX DAVIE ST,West End,489782.4678,5459311.726
Break and Enter Commercial,2024,11,3,18,30,17XX E 18TH AVE,Kensington-Cedar Cottage,495023.0355,5455721.965
Break and Enter Commercial,2024,9,29,23,0,17XX E 3RD AVE,Grandview-Woodland,494965.5739,5457222.953
Break and Enter Commercial,2024,3,16,1,30,17XX FRANCES ST,Grandview-Woodland,494937.3397,5458510.306
Break and Enter Commercial,2024,8,29,5,19,17XX FRANCES ST,Grandview-Woodland,494977.0148,5458509.421
Break and Enter Commercial,2024,3,8,9,30,17XX HARO ST,West End,490128.2688,5459741.865
Break and Enter Commercial,2024,5,5,22,22,17XX LORNE ST,Mount Pleasant,492797.0984,5457381.036
Break and Enter Commercial,2024,5,23,9,2,17XX ONTARIO ST,Mount Pleasant,492391.7761,5457408.036
Break and Enter Commercial,2024,1,24,4,41,17XX PANDORA ST,Grandview-Woodland,494969.5596,5458922.225
Break and Enter Commercial,2024,3,3,5,30,17XX PENDRELL ST,West End,489773.9224,5459472.541
Break and Enter Commercial,2024,4,22,4,0,17XX PENDRELL ST,West End,489773.9224,5459472.541
Break and Enter Commercial,2024,3,19,2,30,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,4,13,23,0,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,4,15,2,10,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,4,27,21,0,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,5,3,12,9,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,11,19,7,0,17XX PENDRELL ST,West End,489793.7635,5459440.362
Break and Enter Commercial,2024,7,13,19,16,17XX QUEBEC ST,Mount Pleasant,492523.5658,5457414.117
Break and Enter Commercial,2024,12,26,5,0,17XX ROBSON ST,West End,490202.5326,5459809.278
Break and Enter Commercial,2024,6,20,2,20,17XX ROBSON ST,West End,490236.626,5459788.888
Break and Enter Commercial,2024,2,11,12,0,17XX VICTORIA DR,Grandview-Woodland,495210.6233,5457401.213
Break and Enter Commercial,2024,3,7,23,15,17XX VICTORIA DR,Grandview-Woodland,495210.6233,5457401.213
Break and Enter Commercial,2024,3,29,14,54,17XX W 75TH AVE,Marpole,489161.8964,5450506.125
Break and Enter Commercial,2024,4,12,12,0,17XX WILLIAM ST,Grandview-Woodland,494978.238,5457916.812
Break and Enter Commercial,2024,7,9,4,0,18XX BOUNDARY RD,Hastings-Sunrise,498272.7893,5457270.992
Break and Enter Commercial,2024,4,19,18,0,18XX BURRARD ST,Kitsilano,489406.1397,5457450.119
Break and Enter Commercial,2024,3,13,4,41,18XX COMOX ST,West End,489780.0567,5459611.125
Break and Enter Commercial,2024,5,3,7,29,18XX E 11TH AVE,Kensington-Cedar Cottage,495090.5754,5456415.448
Break and Enter Commercial,2024,3,17,0,0,18XX E 11TH AVE,Kensington-Cedar Cottage,495091.8918,5456415.442
Break and Enter Commercial,2024,5,26,5,30,18XX E 11TH AVE,Kensington-Cedar Cottage,495169.9099,5456415.141
Break and Enter Commercial,2024,1,4,2,30,18XX E HASTINGS ST,Grandview-Woodland,495217.4042,5458724.399
Break and Enter Commercial,2024,1,9,9,43,18XX E PENDER ST,Grandview-Woodland,495189.5786,5458607.789
Break and Enter Commercial,2024,5,28,0,47,18XX ONTARIO ST,Mount Pleasant,492379.9544,5457301.023
Break and Enter Commercial,2024,8,17,5,52,18XX RENFREW ST,Hastings-Sunrise,496785.7084,5457264.372
Break and Enter Commercial,2024,2,27,3,9,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.372
Break and Enter Commercial,2024,6,25,4,46,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.372
Break and Enter Commercial,2024,9,16,4,26,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.372
Break and Enter Commercial,2024,10,13,4,59,18XX SCOTIA ST,Mount Pleasant,492866.0485,5457229.372
Break and Enter Commercial,2024,2,21,9,25,18XX SPYGLASS PL,Fairview,491609.8186,5457422.814
Break and Enter Commercial,2024,8,30,12,0,18XX SPYGLASS PL,Fairview,491609.8697,5457424.415
Break and Enter Commercial,2024,6,13,0,0,18XX W 4TH AVE,Kitsilano,489354.1278,5457265.598
Break and Enter Commercial,2024,1,27,17,0,18XX W 57TH AVE,Kerrisdale,489161.9589,5451859.048
Break and Enter Commercial,2024,10,18,0,0,19XX COMMERCIAL DR,Grandview-Woodland,494925.6135,5457177.813
Break and Enter Commercial,2024,4,30,1,30,19XX FERNDALE ST,Grandview-Woodland,495246.8596,5458543.743
Break and Enter Commercial,2024,9,24,5,18,19XX MACDONALD ST,Kitsilano,487753.6919,5457322.88
Break and Enter Commercial,2024,11,14,5,4,19XX OGDEN AVE,Kitsilano,489250.5919,5458247.834
Break and Enter Commercial,2024,2,16,2,45,19XX PENDRELL ST,West End,489615.8139,5459633.029
Break and Enter Commercial,2024,6,10,7,8,19XX POWELL ST,Grandview-Woodland,495284.4892,5459118.023
Break and Enter Commercial,2024,1,16,12,58,19XX ROBSON ST,West End,490033.0291,5459988.838
Break and Enter Commercial,2024,2,10,5,15,19XX ROBSON ST,West End,490033.0291,5459988.838
Break and Enter Commercial,2024,2,13,3,30,19XX ROBSON ST,West End,490033.0291,5459988.838
Break and Enter Commercial,2024,5,26,1,15,19XX W 4TH AVE,Kitsilano,489101.4676,5457263.112
Break and Enter Commercial,2024,5,18,18,37,19XX W BROADWAY AVE,Kitsilano,489078.4551,5456794.499
Break and Enter Commercial,2024,10,2,2,40,19XX WYLIE ST,Mount Pleasant,491771.8112,5457213.624
Break and Enter Commercial,2024,8,2,6,37,1X ATHLETES WAY,Mount Pleasant,492372.7334,5457639.774
Break and Enter Commercial,2024,7,4,15,30,1X E CORDOVA ST,Central Business District,492443.0033,5458848.833
Break and Enter Commercial,2024,1,10,3,9,1X W BROADWAY AVE,Mount Pleasant,492340.0396,5456696.08
Break and Enter Commercial,2024,2,12,10,36,1X W CORDOVA ST,Central Business District,492387.9842,5458871.66
Break and Enter Commercial,2024,5,5,2,17,1X WATER ST,Central Business District,492385.6998,5458982.551
Break and Enter Commercial,2024,4,20,7,40,1X WATER ST,Central Business District,492394.5419,5458980.163
Break and Enter Commercial,2024,9,30,4,40,1X WATER ST,Central Business District,492396.2784,5458979.544
Break and Enter Commercial,2024,11,18,8,41,1XX AQUARIUS MEWS,Central Business District,491356.665,5457859.857
Break and Enter Commercial,2024,10,17,5,50,1XX COLUMBIA ST,Central Business District,492565.4746,5459005.309
Break and Enter Commercial,2024,7,7,2,0,1XX DRAKE ST,Central Business District,491070.0193,5457805.068
Break and Enter Commercial,2024,7,18,18,0,1XX DRAKE ST,Central Business District,491077.2111,5457785.28
Break and Enter Commercial,2024,10,25,16,30,1XX E 11TH AVE,Mount Pleasant,492594.4364,5456484.875
Break and Enter Commercial,2024,3,30,12,10,1XX E 1ST AVE,Mount Pleasant,492549.337,5457488.615
Break and Enter Commercial,2024,11,12,17,0,1XX E 1ST AVE,Mount Pleasant,492654.4656,5457486.08
Break and Enter Commercial,2024,11,11,0,5,1XX E 2ND AVE,Mount Pleasant,492662.2885,5457367.644
Break and Enter Commercial,2024,12,22,0,0,1XX E 4TH AVE,Mount Pleasant,492544.5897,5457175.886
Break and Enter Commercial,2024,7,6,16,5,1XX E 50TH AVE,Sunset,492449.0536,5452450.404
Break and Enter Commercial,2024,3,25,5,30,1XX E 5TH AVE,Mount Pleasant,492533.0957,5457078.055
Break and Enter Commercial,2024,4,15,20,34,1XX E 5TH AVE,Mount Pleasant,492533.0957,5457078.055
Break and Enter Commercial,2024,8,24,17,19,1XX E 5TH AVE,Mount Pleasant,492533.0957,5457078.055
Break and Enter Commercial,2024,7,16,19,47,1XX E BROADWAY AVE,Mount Pleasant,492572.0649,5456696.251
Break and Enter Commercial,2024,4,15,22,0,1XX E BROADWAY AVE,Mount Pleasant,492580.0304,5456695.919
Break and Enter Commercial,2024,4,16,1,0,1XX E BROADWAY AVE,Mount Pleasant,492580.0304,5456695.919
Break and Enter Commercial,2024,9,30,5,0,1XX E BROADWAY AVE,Mount Pleasant,492580.0304,5456695.919
Break and Enter Commercial,2024,12,14,1,20,1XX E CORDOVA ST,Central Business District,492606.1449,5458851.795
Break and Enter Commercial,2024,3,15,18,25,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.037
Break and Enter Commercial,2024,3,31,19,17,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.037
Break and Enter Commercial,2024,8,10,1,13,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.037
Break and Enter Commercial,2024,9,26,2,20,1XX E CORDOVA ST,Central Business District,492623.6791,5458842.037
Break and Enter Commercial,2024,10,11,17,19,1XX E CORDOVA ST,Central Business District,492659.8823,5458840.768
Break and Enter Commercial,2024,2,12,13,45,1XX E PENDER ST,Central Business District,492571.6465,5458632.246
Break and Enter Commercial,2024,6,24,0,0,1XX E PENDER ST,Central Business District,492598.4731,5458631.212
Break and Enter Commercial,2024,8,6,23,46,1XX E PENDER ST,Central Business District,492609.4246,5458630.787
Break and Enter Commercial,2024,4,16,6,0,1XX E PENDER ST,Central Business District,492615.6389,5458630.549
Break and Enter Commercial,2024,11,15,18,0,1XX E PENDER ST,Central Business District,492619.072,5458630.416
Break and Enter Commercial,2024,5,5,13,25,1XX E PENDER ST,Central Business District,492631.5724,5458639.083
Break and Enter Commercial,2024,10,31,8,18,1XX E PENDER ST,Central Business District,492635.2049,5458638.943
Break and Enter Commercial,2024,11,4,22,55,1XX E PENDER ST,Central Business District,492635.2049,5458638.943
Break and Enter Commercial,2024,2,3,3,48,1XX E WOODSTOCK AVE,Riley Park,492590.051,5453424.336
Break and Enter Commercial,2024,12,7,21,0,1XX KEEFER PL,Central Business District,492122.6441,5458572.11
Break and Enter Commercial,2024,8,4,17,0,1XX KEEFER ST,Central Business District,492608.089,5458516.182
Break and Enter Commercial,2024,2,25,12,40,1XX KEEFER ST,Central Business District,492725.4136,5458526.161
Break and Enter Commercial,2024,2,27,8,51,1XX KEEFER ST,Central Business District,492725.4136,5458526.161
Break and Enter Commercial,2024,3,1,8,10,1XX KEEFER ST,Central Business District,492725.7131,5458535.3
Break and Enter Commercial,2024,2,1,17,0,1XX MILROSS AVE,Central Business District,492615.6419,5458155.483
Break and Enter Commercial,2024,8,1,0,0,1XX NATIONAL AVE,Central Business District,492698.1671,5458033.866
